file,line,type,commit,author,date,time,timezone,datetime,depth,length
resume.html,68,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,6,26
resume.html,69,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,6,7
resume.html,70,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,44
resume.html,71,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,73
resume.html,72,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,2
resume.html,73,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,81
resume.html,74,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,72
resume.html,75,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,82
resume.html,76,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,58
resume.html,77,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,3
resume.html,78,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,6,8
resume.html,79,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,6,7
resume.html,80,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,33
resume.html,81,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,104
resume.html,82,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,2
resume.html,83,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,61
resume.html,84,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,50
resume.html,85,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,58
resume.html,86,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,89
resume.html,87,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,3
resume.html,88,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,6,8
resume.html,89,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,4,8
resume.html,90,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,2,8
resume.html,91,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,2,2
resume.html,92,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,2,7
resume.html,93,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,4,7
resume.html,94,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,6,25
resume.html,95,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,6,7
resume.html,96,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,52
resume.html,97,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,61
resume.html,98,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,2
resume.html,99,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,77
resume.html,100,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,50
resume.html,101,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,56
resume.html,102,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,106
resume.html,103,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,96
resume.html,104,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,3
resume.html,105,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,6,8
resume.html,106,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,6,7
resume.html,107,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,78
resume.html,108,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,56
resume.html,109,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,2
resume.html,110,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,111
resume.html,111,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,12,29
resume.html,112,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,115
resume.html,113,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,12,20
resume.html,114,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,10,123
resume.html,115,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,12,11
resume.html,116,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,8,3
resume.html,117,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,6,8
resume.html,118,html,39168e66,terantaon,2025-10-03,22:25:27,-07:00,2025-10-03T22:25:27-07:00,4,8
resume.html,119,html,d3437527,terantaon,2025-10-03,18:07:25,-07:00,2025-10-03T18:07:25-07:00,2,8
resume.html,120,html,d3437527,terantaon,2025-10-03,18:07:25,-07:00,2025-10-03T18:07:25-07:00,0,5
resume.html,121,html,d3437527,terantaon,2025-10-03,18:07:25,-07:00,2025-10-03T18:07:25-07:00,0,5
index.js,1,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,71
index.js,2,js,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,0,0
index.js,3,js,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,0,54
index.js,4,js,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,0,42
index.js,5,js,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,0,0
index.js,6,js,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,0,60
index.js,7,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,54
index.js,8,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,0
index.js,9,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,52
index.js,10,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,60
index.js,11,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,0
index.js,12,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,17
index.js,13,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,1,24
index.js,14,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,4,2
index.js,15,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,5,55
index.js,16,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,5,55
index.js,17,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,5,49
index.js,18,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,5,49
index.js,19,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,4,3
index.js,20,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,2,0
index.js,21,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,0
index.html,1,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,0,13
index.html,2,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,0,14
index.html,3,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,0,4
index.html,4,html,d3437527,terantaon,2025-10-03,18:07:25,-07:00,2025-10-03T18:07:25-07:00,2,38
index.html,5,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,2,20
index.html,6,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,2,68
index.html,7,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,2,47
index.html,8,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,0,5
index.html,9,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,0,4
index.html,10,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,2,2
index.html,11,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,4,8
index.html,12,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,2,3
index.html,13,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,2,1
index.html,14,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,4,50
index.html,15,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,2,2
index.html,16,html,593ace94,terantaon,2025-10-10,22:54:19,-07:00,2025-10-10T22:54:19-07:00,2,51
index.html,17,html,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,0,0
index.html,18,html,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,2,22
index.html,19,html,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,2,20
index.html,20,html,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,4,49
index.html,21,html,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,2,4
index.html,22,html,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,0,0
index.html,23,html,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,2,22
index.html,24,html,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,2,28
index.html,25,html,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,0
index.html,26,html,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,2,45
index.html,27,html,2fa60329,terantaon,2025-10-25,22:16:06,-07:00,2025-10-25T22:16:06-07:00,2,50
index.html,28,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,0,5
index.html,29,html,e9cffd20,terantaon,2025-10-02,11:55:06,-07:00,2025-10-02T11:55:06-07:00,0,5
global.js,1,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,25
global.js,2,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,0
global.js,3,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,88
global.js,4,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,1,36
global.js,5,js,1eb8ec6f,terantaon,2025-10-17,17:09:00,-07:00,2025-10-17T17:09:00-07:00,1,48
global.js,6,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,0
global.js,7,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,41
global.js,8,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,1,52
global.js,9,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,0
global.js,10,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,0
global.js,11,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,11
global.js,12,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,1,25
global.js,13,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,1,38
global.js,14,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,1,35
global.js,15,js,00000000,Not Committed Yet,2025-11-07,21:03:59,-08:00,2025-11-07T21:03:59-08:00,1,29
global.js,16,js,82b12300,terantaon,2025-10-17,20:42:39,-07:00,2025-10-17T20:42:39-07:00,1,54
global.js,17,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,1,36
global.js,18,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,0
global.js,19,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,0
global.js,20,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,38
global.js,21,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,25
global.js,22,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,0
global.js,23,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,0,20
global.js,24,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,1,14
global.js,25,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,1,18
global.js,26,js,f9ca9212,terantaon,2025-10-17,16:37:04,-07:00,2025-10-17T16:37:04-07:00,1,52
global.js,27,js,9b3e66fc,terantaon,2025-10-17,20:32:29,-07:00,2025-10-17T20:32:29-07:00,1,34
global.js,28,js,9b3e66fc,terantaon,2025-10-17,20:32:29,-07:00,2025-10-17T20:32:29-07:00,1,11
global.js,29,js,9b3e66fc,terantaon,2025-10-17,20:32:29,-07:00,2025-10-17T20:32:29-07:00,1,20
global.js,30,js,9b3e66fc,terantaon,2025-10-17,20:32:29,-07:00,2025-10-17T20:32:29-07:00,1,65
global.js,31,js,9b3e66fc,terantaon,2025-10-17,20:32:29,-07:00,2025-10-17T20:32:29-07:00,2,25
global.js,32,js,9b3e66fc,terantaon,2025-10-17,20:32:29,-07:00,2025-10-17T20:32:29-07:00,1,0
global.js,33,js,82b12300,terantaon,2025-10-17,20:42:39,-07:00,2025-10-17T20:42:39-07:00,1,29
global.js,34,js,82b12300,terantaon,2025-10-17,20:42:39,-07:00,2025-10-17T20:42:39-07:00,2,18
global.js,35,js,82b12300,terantaon,2025-10-17,20:42:39,-07:00,2025-10-17T20:42:39-07:00,1,0
global.js,36,js,9b3e66fc,terantaon,2025-10-17,20:32:29,-07:00,2025-10-17T20:32:29-07:00,1,12
global.js,37,js,2f8a1d7a,terantaon,2025-10-17,22:00:47,-07:00,2025-10-17T22:00:47-07:00,0,0
global.js,38,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,0,0
global.js,39,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,0,31
global.js,40,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,1,11
global.js,41,js,593cf85c,terantaon,2025-10-17,22:02:36,-07:00,2025-10-17T22:02:36-07:00,1,0
global.js,42,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,0,26
global.js,43,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,0,4
global.js,44,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,0,6
global.js,45,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,3,43
global.js,46,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,3,34
global.js,47,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,3,32
global.js,48,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,0,7
global.js,49,js,593cf85c,terantaon,2025-10-17,22:02:36,-07:00,2025-10-17T22:02:36-07:00,0,8
global.js,50,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,0,0
global.js,51,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,0,0
global.js,52,js,f3a20407,terantaon,2025-10-17,21:59:06,-07:00,2025-10-17T21:59:06-07:00,0,44
global.js,53,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,0,0
global.js,54,js,15269038,terantaon,2025-10-17,22:18:55,-07:00,2025-10-17T22:18:55-07:00,0,40
global.js,55,js,15269038,terantaon,2025-10-17,22:18:55,-07:00,2025-10-17T22:18:55-07:00,1,83
global.js,56,js,15269038,terantaon,2025-10-17,22:18:55,-07:00,2025-10-17T22:18:55-07:00,1,38
global.js,57,js,15269038,terantaon,2025-10-17,22:18:55,-07:00,2025-10-17T22:18:55-07:00,0,0
global.js,58,js,15269038,terantaon,2025-10-17,22:18:55,-07:00,2025-10-17T22:18:55-07:00,0,0
global.js,59,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,0,49
global.js,60,js,c9f761cf,terantaon,2025-10-17,21:43:49,-07:00,2025-10-17T21:43:49-07:00,1,57
global.js,61,js,f3a20407,terantaon,2025-10-17,21:59:06,-07:00,2025-10-17T21:59:06-07:00,1,77
global.js,62,js,f3a20407,terantaon,2025-10-17,21:59:06,-07:00,2025-10-17T21:59:06-07:00,1,44
global.js,63,js,4fd03967,terantaon,2025-10-25,20:12:49,-07:00,2025-10-25T20:12:49-07:00,0,1
global.js,64,js,4fd03967,terantaon,2025-10-25,20:12:49,-07:00,2025-10-25T20:12:49-07:00,0,0
global.js,65,js,4fd03967,terantaon,2025-10-25,20:12:49,-07:00,2025-10-25T20:12:49-07:00,0,36
global.js,66,js,4fd03967,terantaon,2025-10-25,20:12:49,-07:00,2025-10-25T20:12:49-07:00,1,3
global.js,67,js,4fd03967,terantaon,2025-10-25,20:12:49,-07:00,2025-10-25T20:12:49-07:00,2,39
global.js,68,js,4fd03967,terantaon,2025-10-25,20:12:49,-07:00,2025-10-25T20:12:49-07:00,2,32
global.js,69,js,4fd03967,terantaon,2025-10-25,20:12:49,-07:00,2025-10-25T20:12:49-07:00,2,17
global.js,70,js,4fd03967,terantaon,2025-10-25,20:12:49,-07:00,2025-10-25T20:12:49-07:00,3,66
global.js,71,js,4fd03967,terantaon,2025-10-25,20:12:49,-07:00,2025-10-25T20:12:49-07:00,2,0
global.js,72,js,12ea2f0d,terantaon,2025-10-25,21:04:19,-07:00,2025-10-25T21:04:19-07:00,2,33
global.js,73,js,12ea2f0d,terantaon,2025-10-25,21:04:19,-07:00,2025-10-25T21:04:19-07:00,2,10
global.js,74,js,4fd03967,terantaon,2025-10-25,20:12:49,-07:00,2025-10-25T20:12:49-07:00,1,15
global.js,75,js,4fd03967,terantaon,2025-10-25,20:12:49,-07:00,2025-10-25T20:12:49-07:00,2,59
global.js,76,js,4fd03967,terantaon,2025-10-25,20:12:49,-07:00,2025-10-25T20:12:49-07:00,1,0
global.js,77,js,12ea2f0d,terantaon,2025-10-25,21:04:19,-07:00,2025-10-25T21:04:19-07:00,0,0
global.js,78,js,12ea2f0d,terantaon,2025-10-25,21:04:19,-07:00,2025-10-25T21:04:19-07:00,0,0
global.js,79,js,5d9607e7,terantaon,2025-10-25,22:06:17,-07:00,2025-10-25T22:06:17-07:00,0,79
global.js,80,js,12ea2f0d,terantaon,2025-10-25,21:04:19,-07:00,2025-10-25T21:04:19-07:00,1,30
global.js,81,js,5d9607e7,terantaon,2025-10-25,22:06:17,-07:00,2025-10-25T22:06:17-07:00,1,29
global.js,82,js,48c473d3,terantaon,2025-10-25,21:38:23,-07:00,2025-10-25T21:38:23-07:00,2,48
global.js,83,js,48c473d3,terantaon,2025-10-25,21:38:23,-07:00,2025-10-25T21:38:23-07:00,2,19
global.js,84,js,5d9607e7,terantaon,2025-10-25,22:06:17,-07:00,2025-10-25T22:06:17-07:00,3,49
global.js,85,js,5d9607e7,terantaon,2025-10-25,22:06:17,-07:00,2025-10-25T22:06:17-07:00,3,33
global.js,86,js,5d9607e7,terantaon,2025-10-25,22:06:17,-07:00,2025-10-25T22:06:17-07:00,3,61
global.js,87,js,5d9607e7,terantaon,2025-10-25,22:06:17,-07:00,2025-10-25T22:06:17-07:00,3,47
global.js,88,js,48c473d3,terantaon,2025-10-25,21:38:23,-07:00,2025-10-25T21:38:23-07:00,2,0
global.js,89,js,48c473d3,terantaon,2025-10-25,21:38:23,-07:00,2025-10-25T21:38:23-07:00,2,36
global.js,90,js,5d9607e7,terantaon,2025-10-25,22:06:17,-07:00,2025-10-25T22:06:17-07:00,1,1
global.js,91,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,0
global.js,92,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,0
global.js,93,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,47
global.js,94,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,1,59
global.js,95,js,8aaf3662,terantaon,2025-10-25,22:38:53,-07:00,2025-10-25T22:38:53-07:00,0,0
projects\projects.js,1,js,12ea2f0d,terantaon,2025-10-25,21:04:19,-07:00,2025-10-25T21:04:19-07:00,0,55
projects\projects.js,2,js,ef386f0a,terantaon,2025-10-31,22:21:45,-07:00,2025-10-31T22:21:45-07:00,0,63
projects\projects.js,3,js,5d9607e7,terantaon,2025-10-25,22:06:17,-07:00,2025-10-25T22:06:17-07:00,0,0
projects\projects.js,4,js,0caa4603,terantaon,2025-10-25,22:25:09,-07:00,2025-10-25T22:25:09-07:00,0,55
projects\projects.js,5,js,5d9607e7,terantaon,2025-10-25,22:06:17,-07:00,2025-10-25T22:06:17-07:00,0,60
projects\projects.js,6,js,5d9607e7,terantaon,2025-10-25,22:06:17,-07:00,2025-10-25T22:06:17-07:00,0,0
projects\projects.js,7,js,1160f313,terantaon,2025-11-01,23:23:43,-07:00,2025-11-01T23:23:43-07:00,0,48
projects\projects.js,8,js,1160f313,terantaon,2025-11-01,23:23:43,-07:00,2025-11-01T23:23:43-07:00,0,0
projects\projects.js,9,js,0caa4603,terantaon,2025-10-25,22:25:09,-07:00,2025-10-25T22:25:09-07:00,0,54
projects\projects.js,10,js,0caa4603,terantaon,2025-10-25,22:25:09,-07:00,2025-10-25T22:25:09-07:00,0,10
projects\projects.js,11,js,0caa4603,terantaon,2025-10-25,22:25:09,-07:00,2025-10-25T22:25:09-07:00,1,60
projects\projects.js,12,js,ef386f0a,terantaon,2025-10-31,22:21:45,-07:00,2025-10-31T22:21:45-07:00,0,0
projects\projects.js,13,js,ef386f0a,terantaon,2025-10-31,22:21:45,-07:00,2025-10-31T22:21:45-07:00,0,0
projects\projects.js,14,js,ef386f0a,terantaon,2025-10-31,22:21:45,-07:00,2025-10-31T22:21:45-07:00,0,57
projects\projects.js,15,js,ef386f0a,terantaon,2025-10-31,22:21:45,-07:00,2025-10-31T22:21:45-07:00,0,0
projects\projects.js,16,js,ef386f0a,terantaon,2025-10-31,22:21:45,-07:00,2025-10-31T22:21:45-07:00,0,47
projects\projects.js,17,js,ef386f0a,terantaon,2025-10-31,22:21:45,-07:00,2025-10-31T22:21:45-07:00,0,0
projects\projects.js,18,js,000f7fec,terantaon,2025-11-01,11:52:44,-07:00,2025-11-01T11:52:44-07:00,0,21
projects\projects.js,19,js,000f7fec,terantaon,2025-11-01,11:52:44,-07:00,2025-11-01T11:52:44-07:00,0,0
projects\projects.js,20,js,6b83b40b,terantaon,2025-11-01,00:30:39,-07:00,2025-11-01T00:30:39-07:00,0,38
projects\projects.js,21,js,6b83b40b,terantaon,2025-11-01,00:30:39,-07:00,2025-11-01T00:30:39-07:00,1,25
projects\projects.js,22,js,1160f313,terantaon,2025-11-01,23:23:43,-07:00,2025-11-01T23:23:43-07:00,1,29
projects\projects.js,23,js,1160f313,terantaon,2025-11-01,23:23:43,-07:00,2025-11-01T23:23:43-07:00,2,12
projects\projects.js,24,js,1160f313,terantaon,2025-11-01,23:23:43,-07:00,2025-11-01T23:23:43-07:00,2,14
projects\projects.js,25,js,1160f313,terantaon,2025-11-01,23:23:43,-07:00,2025-11-01T23:23:43-07:00,2,12
projects\projects.js,26,js,1160f313,terantaon,2025-11-01,23:23:43,-07:00,2025-11-01T23:23:43-07:00,1,0
projects\projects.js,27,js,1160f313,terantaon,2025-11-01,23:23:43,-07:00,2025-11-01T23:23:43-07:00,1,18
projects\projects.js,28,js,1160f313,terantaon,2025-11-01,23:23:43,-07:00,2025-11-01T23:23:43-07:00,1,50
projects\projects.js,29,js,11ee88e0,terantaon,2025-11-01,23:31:36,-07:00,2025-11-01T23:31:36-07:00,2,35
projects\projects.js,30,js,1160f313,terantaon,2025-11-01,23:23:43,-07:00,2025-11-01T23:23:43-07:00,1,1
projects\projects.js,31,js,6b83b40b,terantaon,2025-11-01,00:30:39,-07:00,2025-11-01T00:30:39-07:00,1,50
projects\projects.js,32,js,6b83b40b,terantaon,2025-11-01,00:30:39,-07:00,2025-11-01T00:30:39-07:00,1,53
projects\projects.js,33,js,6b83b40b,terantaon,2025-11-01,00:30:39,-07:00,2025-11-01T00:30:39-07:00,1,42
projects\projects.js,34,js,6b83b40b,terantaon,2025-11-01,00:30:39,-07:00,2025-11-01T00:30:39-07:00,1,51
projects\projects.js,35,js,6b83b40b,terantaon,2025-11-01,00:30:39,-07:00,2025-11-01T00:30:39-07:00,0,0
projects\projects.js,36,js,000f7fec,terantaon,2025-11-01,11:52:44,-07:00,2025-11-01T11:52:44-07:00,1,25
projects\projects.js,37,js,000f7fec,terantaon,2025-11-01,11:52:44,-07:00,2025-11-01T11:52:44-07:00,1,29
